,car_name,model_year,manufacturer,fuel_type,transmission,engine_cc,kms_driven,price_pkr
6055,Swift,2016.0,Suzuki,Petrol,Automatic,1300.0,80000.0,2100000.0
6056,Every Wagon,2013.0,Suzuki,Petrol,Automatic,660.0,98000.0,2225000.0
6057,Mehran,2015.0,Suzuki,Petrol,Manual,800.0,83000.0,850000.0
6058,Baleno,1999.0,Suzuki,Petrol,Automatic,1600.0,57000.0,1250000.0
6059,Mehran,2000.0,Suzuki,Petrol,Manual,800.0,123456.0,400000.0
6060,Bolan,2016.0,Suzuki,Petrol,Manual,800.0,12000.0,950000.0
6061,Cultus,2006.0,Suzuki,Petrol,Manual,1000.0,100000.0,620000.0
6062,Alto,2022.0,Suzuki,Petrol,Automatic,660.0,6000.0,3075000.0
6063,Alto,2019.0,Suzuki,Petrol,Automatic,660.0,56000.0,2430000.0
6064,Every,2017.0,Suzuki,Petrol,Automatic,660.0,83000.0,2775000.0
6065,Alto,2022.0,Suzuki,Petrol,Manual,660.0,3800.0,2520000.0
6066,Wagon R,2014.0,Suzuki,Petrol,Automatic,660.0,72000.0,2250000.0
6067,Alto,2022.0,Suzuki,Petrol,Manual,660.0,15000.0,2285000.0
6068,Alto,2023.0,Suzuki,Petrol,Automatic,660.0,1.0,3175000.0
6069,Alto,2019.0,Suzuki,Petrol,Automatic,660.0,6000.0,3300000.0
6070,Alto,2021.0,Suzuki,Petrol,Manual,660.0,33000.0,2300000.0
6071,Cultus,2008.0,Suzuki,Petrol,Manual,1000.0,100000.0,795000.0
6072,Alto,2022.0,Suzuki,Petrol,Automatic,660.0,4125.0,3200000.0
6073,Alto,2023.0,Suzuki,Petrol,Automatic,660.0,18.0,3150000.0
6074,Wagon R,2017.0,Suzuki,Petrol,Manual,1000.0,73600.0,1670000.0
6075,Cultus,2005.0,Suzuki,Petrol,Manual,1000.0,500000.0,750000.0
6076,Baleno,2006.0,Suzuki,Petrol,Manual,1300.0,100000.0,700000.0
6077,Every,2013.0,Suzuki,Petrol,Automatic,660.0,95000.0,1760000.0
6078,Alto,2023.0,Suzuki,Petrol,Automatic,660.0,20.0,3400000.0
6079,Mehran,2017.0,Suzuki,Petrol,Manual,800.0,16000.0,1080000.0
6080,Hustler,2020.0,Suzuki,Hybrid,Automatic,660.0,32000.0,3500000.0
6081,Cultus,2005.0,Suzuki,Petrol,Manual,1000.0,80000.0,575000.0
6082,Khyber,1999.0,Suzuki,Petrol,Manual,1000.0,123456.0,440000.0
6083,Ciaz,2017.0,Suzuki,Petrol,Automatic,15000.0,85000.0,2725000.0
6084,Cultus,2018.0,Suzuki,Petrol,Manual,1000.0,131000.0,2175000.0
6085,Alto,2023.0,Suzuki,Petrol,Automatic,660.0,50.0,3200000.0
6086,Alto,2022.0,Suzuki,Petrol,Manual,660.0,14500.0,2530000.0
6087,Alto,2022.0,Suzuki,Petrol,Automatic,660.0,300.0,2825000.0
6088,Liana,2011.0,Suzuki,Petrol,Manual,1300.0,76000.0,1625000.0
6089,Alto,2001.0,Suzuki,Petrol,Manual,1000.0,25000.0,2280000.0
6090,Bolan,2008.0,Suzuki,Petrol,Manual,800.0,99999.0,630000.0
6091,Cultus,2021.0,Suzuki,Petrol,Automatic,1000.0,19000.0,3470000.0
6092,Ravi,2011.0,Suzuki,Petrol,Manual,800.0,123456.0,660000.0
6093,Alto,2023.0,Suzuki,Petrol,Manual,660.0,35.0,2699000.0
6094,Mehran,2006.0,Suzuki,Petrol,Manual,800.0,12345.0,425000.0
6095,Cultus,2018.0,Suzuki,Petrol,Automatic,1000.0,80000.0,3050000.0
6096,Cultus,2004.0,Suzuki,Petrol,Manual,1000.0,98000.0,665000.0
6097,Alto,2012.0,Suzuki,Petrol,Manual,1000.0,12345.0,1100000.0
6098,Alto,2022.0,Suzuki,Petrol,Manual,660.0,14000.0,2400000.0
6099,Alto,2023.0,Suzuki,Petrol,Automatic,660.0,10.0,3050000.0
6100,Every,2014.0,Suzuki,Petrol,Automatic,660.0,135000.0,1740000.0
6101,Cultus,2018.0,Suzuki,Petrol,Manual,1000.0,68000.0,2900000.0
6102,Alto,2007.0,Suzuki,Petrol,Manual,1000.0,110000.0,500000.0
6103,Alto,2020.0,Suzuki,Petrol,Automatic,660.0,60000.0,3200000.0
6104,Alto,2021.0,Suzuki,Petrol,Automatic,660.0,30000.0,2790000.0
6105,Alto,2020.0,Suzuki,Petrol,Automatic,660.0,27000.0,2590000.0
6106,Liana,2006.0,Suzuki,Petrol,Manual,1300.0,100000.0,900000.0
6107,Cultus,2018.0,Suzuki,Petrol,Manual,1000.0,50300.0,2550000.0
6108,Alto,2020.0,Suzuki,Petrol,Manual,660.0,25000.0,2020000.0
6109,Mehran,2011.0,Suzuki,Petrol,Manual,800.0,89000.0,550000.0
6110,FX,1988.0,Suzuki,Petrol,Manual,800.0,100000.0,120000.0
6111,Swift,2023.0,Suzuki,Petrol,Automatic,1242.0,50.0,5150000.0
6112,Ravi,2023.0,Suzuki,Petrol,Manual,800.0,48.0,1900000.0
6113,Cultus,2007.0,Suzuki,Petrol,Manual,1000.0,37000.0,850000.0
6114,Alto,2019.0,Suzuki,Petrol,Manual,660.0,26000.0,2200000.0
6115,Ciaz,2018.0,Suzuki,Petrol,Automatic,1400.0,30000.0,2950000.0
6116,Alto,2006.0,Suzuki,Petrol,Manual,1000.0,175000.0,680000.0
6117,Cultus,2005.0,Suzuki,Petrol,Manual,1000.0,184000.0,630000.0
6118,Mehran,2012.0,Suzuki,Petrol,Manual,800.0,95800.0,925000.0
6119,Wagon R,2017.0,Suzuki,Petrol,Automatic,660.0,70000.0,1950000.0
6120,Swift,2022.0,Suzuki,Petrol,Automatic,1200.0,10000.0,4325000.0
6121,Cultus,2004.0,Suzuki,Petrol,Manual,1000.0,10000.0,550000.0
6122,Cultus,2008.0,Suzuki,Petrol,Manual,1000.0,90000.0,780000.0
6123,Khyber,1991.0,Suzuki,Petrol,Manual,1000.0,21548.0,200000.0
6124,Wagon R,2018.0,Suzuki,Petrol,Manual,1000.0,47000.0,1900000.0
6125,Wagon R,2018.0,Suzuki,Petrol,Manual,1000.0,19000.0,2625000.0
6126,Cultus,2005.0,Suzuki,Petrol,Manual,1000.0,100000.0,600000.0
6127,Wagon R,2017.0,Suzuki,Petrol,Manual,1000.0,80000.0,2050000.0
6128,Alto,2010.0,Suzuki,Petrol,Manual,1000.0,69353.0,710000.0
6129,Cultus,2012.0,Suzuki,Petrol,Manual,1000.0,58000.0,1125000.0
6130,Khyber,1989.0,Suzuki,Petrol,Manual,1000.0,100000.0,165000.0
6131,Alto,2021.0,Suzuki,Petrol,Manual,660.0,7500.0,2335000.0
6132,Cultus,2008.0,Suzuki,Petrol,Manual,1000.0,56000.0,1110000.0
6133,Liana,2012.0,Suzuki,Petrol,Manual,1300.0,85000.0,1525000.0
6134,Alto,2022.0,Suzuki,Petrol,Automatic,660.0,11800.0,2995000.0
6135,Mehran,2005.0,Suzuki,Petrol,Manual,800.0,75000.0,330000.0
6136,Baleno,2004.0,Suzuki,Petrol,Manual,1300.0,170.0,850000.0
6137,Mehran,2007.0,Suzuki,Petrol,Manual,800.0,50000.0,495000.0
6138,Wagon R,2017.0,Suzuki,Petrol,Manual,1000.0,100000.0,1640000.0
6139,Wagon R,2017.0,Suzuki,Petrol,Manual,1000.0,84328.0,1680000.0
6140,Baleno,2004.0,Suzuki,Petrol,Manual,1300.0,200000.0,820000.0
6141,Swift,2022.0,Suzuki,Petrol,Automatic,1200.0,11000.0,4750000.0
6142,Bolan,2008.0,Suzuki,Petrol,Manual,800.0,44000.0,700000.0
6143,Swift,2017.0,Suzuki,Petrol,Manual,1300.0,76000.0,2150000.0
6144,Wagon R,2017.0,Suzuki,Petrol,Manual,1000.0,79000.0,1950000.0
6145,Cultus,2016.0,Suzuki,Petrol,Manual,1000.0,51000.0,1545000.0
6146,Cultus,2010.0,Suzuki,Petrol,Manual,1000.0,185555.0,900000.0
6147,Ravi,2015.0,Suzuki,Petrol,Manual,800.0,33000.0,850000.0
6148,Alto,2006.0,Suzuki,CNG,Manual,1000.0,546464.0,450000.0
6149,Alto,2006.0,Suzuki,Petrol,Manual,1000.0,180000.0,630000.0
6150,Swift,2022.0,Suzuki,Petrol,Automatic,1240.0,6900.0,4290000.0
6151,Cultus,2017.0,Suzuki,Petrol,Manual,1000.0,92000.0,1550000.0
6152,Alto,2022.0,Suzuki,Petrol,Manual,660.0,32000.0,2450000.0
6153,Cultus,2004.0,Suzuki,Petrol,Manual,1000.0,8000.0,560000.0
6154,Cultus,2011.0,Suzuki,Petrol,Manual,1000.0,73000.0,1100000.0
6155,Alto,2011.0,Suzuki,Petrol,Manual,1000.0,99000.0,845000.0
6156,Swift,2022.0,Suzuki,Petrol,Automatic,1200.0,13000.0,4150000.0
6157,Cultus,2003.0,Suzuki,Petrol,Manual,1000.0,100000.0,620000.0
6158,Wagon R,2019.0,Suzuki,Hybrid,Automatic,660.0,9000.0,4325000.0
6159,Alto,2022.0,Suzuki,Petrol,Manual,660.0,12000.0,2480000.0
6160,Alto,2022.0,Suzuki,Petrol,Automatic,660.0,4177.0,2980000.0
6161,Swift,2016.0,Suzuki,Petrol,Manual,1300.0,50000.0,2400000.0
6162,Cultus,2005.0,Suzuki,Hybrid,Manual,1000.0,100000.0,670000.0
6163,Alto,2005.0,Suzuki,Petrol,Manual,1000.0,121000.0,680000.0
6164,Khyber,1994.0,Suzuki,Petrol,Manual,1000.0,65000.0,180000.0
6165,Alto,2022.0,Suzuki,Petrol,Automatic,660.0,11500.0,2850000.0
6166,Wagon R,2019.0,Suzuki,Hybrid,Automatic,660.0,7000.0,4300000.0
6167,Baleno,2005.0,Suzuki,Petrol,Manual,1300.0,15.0,750000.0
6168,Swift,2018.0,Suzuki,Petrol,Automatic,1300.0,85000.0,2750000.0
6169,Cultus,2017.0,Suzuki,Petrol,Manual,1000.0,79000.0,2250000.0
6170,Bolan,2016.0,Suzuki,Petrol,Manual,800.0,65000.0,800000.0
6171,Alto,2022.0,Suzuki,Petrol,Automatic,660.0,6300.0,2900000.0
6172,Wagon R,2021.0,Suzuki,Petrol,Manual,1000.0,47000.0,2750000.0
6173,Alto,2021.0,Suzuki,Petrol,Manual,660.0,22000.0,2390000.0
6174,Alto,2021.0,Suzuki,Petrol,Automatic,660.0,27000.0,2780000.0
6175,Alto,2022.0,Suzuki,Petrol,Automatic,660.0,27000.0,2890000.0
6176,Alto,2015.0,Suzuki,Petrol,Automatic,660.0,76000.0,2350000.0
6177,Mehran,2012.0,Suzuki,Petrol,Manual,800.0,50000.0,1110000.0
6178,Vitara,2017.0,Suzuki,Petrol,Automatic,1600.0,81000.0,4875000.0
6179,Mehran,2017.0,Suzuki,Petrol,Manual,796.0,42000.0,1250000.0
6180,Cultus,2022.0,Suzuki,Petrol,Manual,1000.0,50.0,4000000.0
6181,Mehran,2018.0,Suzuki,Petrol,Manual,800.0,24600.0,1525000.0
6182,Mehran,2018.0,Suzuki,Petrol,Manual,796.0,61603.0,1350000.0
6183,Khyber,1997.0,Suzuki,Petrol,Manual,1000.0,100000.0,270000.0
6184,Liana,2006.0,Suzuki,Petrol,Manual,1300.0,230000.0,830000.0
6185,Kei,2007.0,Suzuki,Petrol,Automatic,660.0,126000.0,1365000.0
6186,Alto,2005.0,Suzuki,Petrol,Manual,1000.0,103309.0,575000.0
6187,Bolan,2015.0,Suzuki,Petrol,Manual,800.0,31000.0,910000.0
6188,Cultus,2014.0,Suzuki,Petrol,Manual,1000.0,135547.0,1450000.0
6189,Alto,2004.0,Suzuki,Petrol,Automatic,600.0,152247.0,950000.0
6190,Swift,2022.0,Suzuki,Petrol,Automatic,1242.0,8700.0,4750000.0
6191,Alto,2006.0,Suzuki,Petrol,Manual,1000.0,68000.0,1000000.0
6192,Cultus,2007.0,Suzuki,Petrol,Manual,1000.0,79000.0,790000.0
6193,Cultus,2007.0,Suzuki,Petrol,Manual,1000.0,89000.0,575000.0
6194,Swift,2011.0,Suzuki,Petrol,Manual,1300.0,67000.0,1600000.0
6195,Cultus,2007.0,Suzuki,Petrol,Manual,1000.0,123456.0,780000.0
6196,Cultus,2011.0,Suzuki,Petrol,Manual,1000.0,87000.0,1130000.0
6197,Alto,2008.0,Suzuki,Petrol,Manual,1000.0,108000.0,745000.0
6198,Alto,2021.0,Suzuki,Petrol,Automatic,660.0,12000.0,2800000.0
6199,Cultus,2022.0,Suzuki,Petrol,Manual,1000.0,51000.0,3300000.0
6200,Cultus,2002.0,Suzuki,Petrol,Manual,1000.0,158552.0,590000.0
6201,Mehran,2005.0,Suzuki,Petrol,Manual,800.0,555.0,635000.0
6202,Mehran,2018.0,Suzuki,Petrol,Manual,796.0,22600.0,1300000.0
6203,Swift,2018.0,Suzuki,Petrol,Manual,1300.0,56000.0,1900000.0
6204,Alto,2020.0,Suzuki,Petrol,Automatic,660.0,5000.0,3600000.0
6205,Mehran,2016.0,Suzuki,Petrol,Manual,800.0,17245.0,1275000.0
6206,Alto,2021.0,Suzuki,Petrol,Manual,660.0,18000.0,2375000.0
6207,Ciaz,2018.0,Suzuki,Petrol,Manual,1400.0,46000.0,3100000.0
6208,Cultus,2007.0,Suzuki,Petrol,Manual,1000.0,56000.0,710000.0
6209,Mehran,1991.0,Suzuki,Petrol,Manual,800.0,100000.0,280000.0
6210,Alto,2020.0,Suzuki,Petrol,Automatic,660.0,45000.0,2670000.0
6211,Mehran,2013.0,Suzuki,Petrol,Manual,796.0,53000.0,975000.0
6212,Alto,2022.0,Suzuki,Petrol,Automatic,660.0,9600.0,3050000.0
6213,Alto,2021.0,Suzuki,Petrol,Automatic,660.0,14800.0,2800000.0
6214,Cultus,2016.0,Suzuki,Petrol,Manual,1000.0,49000.0,1550000.0
6215,Alto,2022.0,Suzuki,Petrol,Automatic,660.0,8000.0,2900000.0
6216,Alto,2011.0,Suzuki,Petrol,Automatic,660.0,30000.0,2000000.0
6217,Cultus,2007.0,Suzuki,Petrol,Manual,1000.0,12345.0,745000.0
6218,Wagon R,2018.0,Suzuki,Petrol,Manual,1000.0,55000.0,2280000.0
6219,Alto,2021.0,Suzuki,Petrol,Automatic,660.0,12500.0,2800000.0
6220,Mehran,2016.0,Suzuki,Petrol,Manual,796.0,60000.0,900000.0
6221,Khyber,1998.0,Suzuki,Petrol,Manual,1000.0,120000.0,350000.0
6222,Alto,2006.0,Suzuki,Petrol,Manual,1000.0,65000.0,640000.0
6223,Alto,2007.0,Suzuki,Petrol,Automatic,660.0,100000.0,1150000.0
6224,Cultus,2009.0,Suzuki,Petrol,Manual,1000.0,65000.0,1000000.0
6225,Mehran,2012.0,Suzuki,Petrol,Manual,800.0,80000.0,775000.0
6226,Alto,2014.0,Suzuki,Petrol,Automatic,660.0,104000.0,1680000.0
6227,Alto,2023.0,Suzuki,Petrol,Automatic,660.0,10.0,3150000.0
6228,Alto,2022.0,Suzuki,Petrol,Automatic,660.0,10000.0,3000000.0
6229,Swift,2018.0,Suzuki,Petrol,Manual,1300.0,81000.0,2350000.0
6230,Every,2017.0,Suzuki,Petrol,Automatic,660.0,174000.0,2555000.0
6231,Cultus,2012.0,Suzuki,Petrol,Manual,1000.0,100000.0,1220000.0
6232,Margalla,1989.0,Suzuki,Petrol,Manual,1300.0,20000.0,650000.0
6233,Cultus,2014.0,Suzuki,Petrol,Manual,1000.0,64000.0,1485000.0
6234,Alto,2004.0,Suzuki,Petrol,Manual,1000.0,100000.0,670000.0
6235,Alto,2023.0,Suzuki,Petrol,Manual,660.0,1.0,2350000.0
6236,Alto,2022.0,Suzuki,Petrol,Automatic,660.0,7100.0,2975000.0
6237,Cultus,2007.0,Suzuki,Petrol,Manual,1000.0,90000.0,735000.0
6238,Alto,2022.0,Suzuki,Petrol,Automatic,660.0,1000.0,3000000.0
6239,Khyber,1989.0,Suzuki,Petrol,Manual,1000.0,500.0,260000.0
6240,Alto,2022.0,Suzuki,Petrol,Automatic,660.0,100.0,3000000.0
6241,Alto,2021.0,Suzuki,Petrol,Automatic,660.0,30500.0,2699000.0
6242,Alto,2019.0,Suzuki,Petrol,Manual,660.0,58000.0,2200000.0
6243,Swift,2022.0,Suzuki,Petrol,Automatic,1200.0,11000.0,4950000.0
6244,Alto,2021.0,Suzuki,Petrol,Manual,660.0,24000.0,2480000.0
6245,Khyber,1991.0,Suzuki,Petrol,Manual,1000.0,90000.0,280000.0
6246,Cultus,2017.0,Suzuki,Petrol,Manual,1000.0,94000.0,2100000.0
6247,Cultus,2011.0,Suzuki,Petrol,Manual,1000.0,50000.0,1080000.0
6248,Mehran,2013.0,Suzuki,Petrol,Manual,800.0,90000.0,735000.0
6249,Alto,2023.0,Suzuki,Petrol,Automatic,660.0,1.0,3050000.0
6250,Alto,2019.0,Suzuki,Petrol,Manual,660.0,34000.0,2060000.0
6251,Cultus,2007.0,Suzuki,Petrol,Manual,1000.0,16.0,850000.0
6252,Mehran,2005.0,Suzuki,Petrol,Manual,800.0,100000.0,480000.0
6253,Cultus,2007.0,Suzuki,Petrol,Manual,1000.0,68000.0,840000.0
6254,Alto,2023.0,Suzuki,Petrol,Automatic,660.0,60.0,3050000.0
6255,Cultus,2013.0,Suzuki,Petrol,Manual,1000.0,55000.0,1175000.0
6256,Mehran,2005.0,Suzuki,CNG,Manual,800.0,122300.0,380000.0
6257,Alto,2022.0,Suzuki,Petrol,Manual,660.0,35000.0,2290000.0
6258,Cultus,2011.0,Suzuki,Petrol,Manual,1000.0,88000.0,1020000.0
6259,Wagon R,2018.0,Suzuki,Petrol,Manual,1000.0,67000.0,2200000.0
6260,Cultus,2021.0,Suzuki,Petrol,Manual,1000.0,28500.0,3200000.0
6261,Cultus,2006.0,Suzuki,Petrol,Manual,1000.0,64000.0,780000.0
6262,Swift,2020.0,Suzuki,Petrol,Manual,1300.0,72000.0,2600000.0
6263,Cultus,2022.0,Suzuki,Petrol,Automatic,1000.0,11000.0,3800000.0
6264,Alto,2005.0,Suzuki,Petrol,Manual,1000.0,150000.0,600000.0
6265,Alto,2021.0,Suzuki,Petrol,Manual,660.0,32900.0,2425000.0
6266,Wagon R,2019.0,Suzuki,Petrol,Manual,1000.0,64786.0,2300000.0
6267,Khyber,1998.0,Suzuki,Petrol,Manual,10000.0,100000.0,390000.0
6268,Mehran,2011.0,Suzuki,Petrol,Manual,800.0,100250.0,580000.0
6269,Alto,2012.0,Suzuki,Petrol,Automatic,660.0,140000.0,1500000.0
6270,Alto,2010.0,Suzuki,CNG,Manual,1000.0,100000.0,820000.0
6271,Cultus,2014.0,Suzuki,Petrol,Manual,1000.0,88600.0,1375000.0
6272,Alto,2020.0,Suzuki,Petrol,Manual,660.0,55000.0,2200000.0
6273,Swift,2012.0,Suzuki,Petrol,Manual,1300.0,99000.0,1600000.0
6274,Liana,2010.0,Suzuki,Petrol,Automatic,1500.0,122500.0,1650000.0
6275,Alto,2020.0,Suzuki,Petrol,Manual,660.0,43000.0,2140000.0
6276,Cultus,2003.0,Suzuki,Petrol,Manual,1000.0,20000.0,480000.0
6277,Wagon R,2015.0,Suzuki,Petrol,Automatic,660.0,85000.0,2370000.0
6278,Swift,2019.0,Suzuki,Petrol,Automatic,1300.0,19500.0,3000000.0
6279,Alto,2007.0,Suzuki,Petrol,Manual,1000.0,100000.0,750000.0
6280,Khyber,1998.0,Suzuki,Petrol,Manual,1000.0,35000.0,380000.0
6281,Swift,2018.0,Suzuki,Petrol,Manual,1300.0,65000.0,2200000.0
6282,Mehran,2018.0,Suzuki,Petrol,Manual,796.0,64000.0,1200000.0
6283,Alto,2022.0,Suzuki,Petrol,Manual,660.0,9000.0,2455000.0
6284,Swift,2011.0,Suzuki,Petrol,Manual,1300.0,80000.0,1450000.0
6285,Mehran,2017.0,Suzuki,Petrol,Manual,800.0,15399.0,950000.0
6286,Mehran,2017.0,Suzuki,Petrol,Manual,796.0,46500.0,1040000.0
6287,Khyber,2000.0,Suzuki,Petrol,Manual,1000.0,20.0,285000.0
6288,Mehran,2017.0,Suzuki,Petrol,Manual,800.0,49000.0,1075000.0
6289,Khyber,1988.0,Suzuki,Petrol,Manual,1000.0,100000.0,300000.0
6290,Cultus,2022.0,Suzuki,Petrol,Automatic,1000.0,24000.0,3600000.0
6291,Alto,2022.0,Suzuki,Petrol,Manual,660.0,23500.0,2550000.0
6292,Cultus,2020.0,Suzuki,Petrol,Manual,1000.0,36000.0,2950000.0
6293,Cultus,2002.0,Suzuki,Petrol,Manual,1000.0,100000.0,650000.0
6294,Cultus,2007.0,Suzuki,Petrol,Manual,1000.0,140000.0,840000.0
6295,Alto,2005.0,Suzuki,Petrol,Manual,1000.0,104500.0,785000.0
6296,Alto,2021.0,Suzuki,Petrol,Automatic,660.0,16000.0,2850000.0
6297,Alto,2021.0,Suzuki,Petrol,Manual,660.0,14500.0,2400000.0
6298,Khyber,1997.0,Suzuki,Petrol,Manual,1000.0,500000.0,320000.0
6299,Alto,2012.0,Suzuki,Petrol,Manual,1000.0,85000.0,1145000.0
6300,Margalla,1992.0,Suzuki,Petrol,Manual,1300.0,10000.0,700000.0
6301,Ravi,2022.0,Suzuki,Petrol,Manual,800.0,1544.0,1950000.0
6302,Cultus,2018.0,Suzuki,Petrol,Automatic,1000.0,65000.0,2900000.0
6303,Mehran,2012.0,Suzuki,Petrol,Manual,800.0,999800.0,635000.0
6304,Swift,2023.0,Suzuki,Petrol,Automatic,1240.0,550.0,4650000.0
6305,Alto,2021.0,Suzuki,Petrol,Manual,660.0,40000.0,2275000.0
6306,Mehran,2006.0,Suzuki,Petrol,Manual,800.0,96532.0,435000.0
6307,Alto,2008.0,Suzuki,Petrol,Manual,1000.0,98653.0,750000.0
6308,Alto,2008.0,Suzuki,Petrol,Manual,1000.0,203000.0,660000.0
6309,Alto,2010.0,Suzuki,Petrol,Manual,1000.0,75000.0,1000000.0
6310,Alto,2019.0,Suzuki,Petrol,Manual,660.0,29000.0,2295000.0
6311,Mehran,2008.0,Suzuki,Petrol,Manual,800.0,175873.0,470000.0
6312,Mehran,2011.0,Suzuki,Petrol,Manual,800.0,51000.0,645000.0
6313,Liana,2007.0,Suzuki,Petrol,Manual,1300.0,20000.0,1050000.0
6314,Cultus,2006.0,Suzuki,Petrol,Manual,1000.0,12345.0,680000.0
6315,Khyber,1999.0,Suzuki,Petrol,Manual,1000.0,93000.0,600000.0
6316,Mehran,1997.0,Suzuki,Petrol,Manual,800.0,65316.0,350000.0
6317,Cultus,2018.0,Suzuki,Petrol,Automatic,1000.0,108000.0,2825000.0
6318,Cultus,2017.0,Suzuki,Petrol,Manual,1000.0,72000.0,1440000.0
6319,Margalla,1993.0,Suzuki,Petrol,Manual,1300.0,123456.0,190000.0
6320,Cultus,2014.0,Suzuki,Petrol,Manual,1000.0,12345.0,1380000.0
6321,Khyber,1996.0,Suzuki,Petrol,Manual,1000.0,100000.0,380000.0
6322,Alto,2012.0,Suzuki,Petrol,Manual,1000.0,84311.0,1180000.0
6323,Cultus,2005.0,Suzuki,Petrol,Manual,1000.0,68000.0,680000.0
6324,Alto,2019.0,Suzuki,Petrol,Manual,660.0,50000.0,2080000.0
6325,Swift,2014.0,Suzuki,Petrol,Manual,1300.0,117000.0,1735000.0
6326,Alto,2015.0,Suzuki,Petrol,Automatic,660.0,99000.0,2450000.0
6327,Alto,2019.0,Suzuki,Petrol,Manual,660.0,37500.0,2090000.0
6328,Alto,2020.0,Suzuki,Petrol,Manual,660.0,34000.0,2310000.0
6329,Alto,2020.0,Suzuki,Petrol,Automatic,660.0,63000.0,2450000.0
6330,Mehran,2011.0,Suzuki,Petrol,Manual,800.0,12345.0,410000.0
6331,Alto,2004.0,Suzuki,Petrol,Manual,1000.0,12345.0,545000.0
6332,Wagon R,2014.0,Suzuki,Petrol,Automatic,660.0,67000.0,2145000.0
6333,Alto,2012.0,Suzuki,Petrol,Manual,1000.0,1450.0,800000.0
6334,Cultus,2021.0,Suzuki,Petrol,Manual,1000.0,37500.0,3300000.0
6335,Wagon R,2019.0,Suzuki,Hybrid,Automatic,660.0,18360.0,3750000.0
6336,Mehran,2019.0,Suzuki,Petrol,Manual,800.0,56500.0,1325000.0
6337,Wagon R,2019.0,Suzuki,Petrol,Manual,1000.0,38000.0,2210000.0
6338,Swift,2012.0,Suzuki,Petrol,Manual,1300.0,88000.0,1500000.0
6339,Alto,2020.0,Suzuki,Petrol,Manual,660.0,7500.0,2055000.0
6340,Swift,2023.0,Suzuki,Petrol,Automatic,1242.0,45.0,5100000.0
6341,Alto,2021.0,Suzuki,Petrol,Manual,660.0,19000.0,2375000.0
6342,Alto,2011.0,Suzuki,Petrol,Manual,1000.0,100000.0,1100000.0
6343,Cultus,2005.0,Suzuki,Petrol,Manual,1000.0,100000.0,710000.0
6344,Vitara,2017.0,Suzuki,Petrol,Automatic,1600.0,32000.0,5500000.0
6345,Cultus,2008.0,Suzuki,Petrol,Manual,1000.0,1000.0,750000.0
6346,Cultus,2007.0,Suzuki,Petrol,Manual,1000.0,102000.0,820000.0
6347,Swift,2022.0,Suzuki,Petrol,Automatic,1242.0,20000.0,4550000.0
6348,Jimny,2021.0,Suzuki,Petrol,Automatic,660.0,8000.0,5800000.0
6349,Alto,2022.0,Suzuki,Petrol,Automatic,660.0,10000.0,2950000.0
6350,Alto,2007.0,Suzuki,Petrol,Manual,1000.0,115000.0,700000.0
6351,Alto,2021.0,Suzuki,Petrol,Manual,660.0,23000.0,2350000.0
6352,Mehran,2011.0,Suzuki,Petrol,Manual,800.0,93000.0,650000.0
6353,Mehran,2010.0,Suzuki,Petrol,Manual,800.0,56101.0,570000.0
6354,Mehran,2014.0,Suzuki,Petrol,Manual,796.0,29000.0,1300000.0
6355,Khyber,1995.0,Suzuki,Petrol,Manual,1000.0,10000.0,255000.0
6356,Cultus,2007.0,Suzuki,Petrol,Manual,1000.0,100000.0,750000.0
6357,Baleno,2003.0,Suzuki,Petrol,Manual,1300.0,100000.0,690000.0
6358,Khyber,1991.0,Suzuki,Petrol,Manual,1000.0,90000.0,300000.0
6359,Alto,2008.0,Suzuki,Petrol,Manual,1000.0,123.0,760000.0
6360,Wagon R,2014.0,Suzuki,Petrol,Automatic,660.0,89000.0,1865000.0
6361,Alto,2019.0,Suzuki,Petrol,Automatic,660.0,31200.0,2450000.0
6362,Swift,2014.0,Suzuki,Petrol,Manual,1300.0,123000.0,1800000.0
6363,Alto,2019.0,Suzuki,Petrol,Manual,660.0,39000.0,2090000.0
6364,Cultus,2003.0,Suzuki,Petrol,Manual,1000.0,56000.0,530000.0
6365,Baleno,2004.0,Suzuki,Petrol,Manual,1300.0,129000.0,750000.0
6366,Cultus,2014.0,Suzuki,Petrol,Manual,1000.0,80000.0,1350000.0
6367,Cultus,2020.0,Suzuki,Petrol,Automatic,1000.0,65000.0,3100000.0
6368,Cultus,2010.0,Suzuki,Petrol,Manual,1000.0,124000.0,1210000.0
6369,Cultus,2014.0,Suzuki,Petrol,Manual,1000.0,96000.0,1250000.0
6370,Cultus,2014.0,Suzuki,Petrol,Manual,1000.0,100000.0,1495000.0
6371,Every Wagon,2007.0,Suzuki,Petrol,Automatic,660.0,68000.0,1320000.0
6372,Wagon R,2018.0,Suzuki,Petrol,Manual,1000.0,42000.0,2030000.0
6373,Every,2011.0,Suzuki,Petrol,Manual,660.0,50000.0,1400000.0
6374,Mehran,1992.0,Suzuki,Petrol,Manual,800.0,100000.0,230000.0
6375,Alto,2019.0,Suzuki,Petrol,Manual,660.0,28000.0,2090000.0
6376,Cultus,2005.0,Suzuki,Petrol,Manual,1000.0,123.0,580000.0
6377,Baleno,2004.0,Suzuki,Petrol,Manual,1600.0,150000.0,730000.0
6378,Cultus,2021.0,Suzuki,Petrol,Manual,1000.0,30300.0,3100000.0
