,car_name,model_year,manufacturer,fuel_type,transmission,engine_cc,kms_driven,price_pkr
0,A4,2008.0,Audi,Petrol,Automatic,1800.0,100000.0,4700000.0
1,A4,2001.0,Audi,Petrol,Automatic,1800.0,12345.0,1925000.0
2,A4,2008.0,Audi,Petrol,Automatic,1800.0,50000.0,5500000.0
3,A4,2010.0,Audi,Petrol,Automatic,1800.0,43000.0,5250000.0
4,A4,2017.0,Audi,Petrol,Automatic,1400.0,45000.0,13500000.0
5,A4,2017.0,Audi,Petrol,Automatic,1400.0,9500.0,13700000.0
6,A4,2017.0,Audi,Petrol,Automatic,1400.0,49000.0,11200000.0
7,3 Series,1994.0,BMW,Petrol,Automatic,3000.0,100000.0,1450000.0
8,3 Series,1993.0,BMW,Petrol,Automatic,1600.0,1400.0,1850000.0
9,3 Series,2003.0,BMW,Petrol,Automatic,2000.0,170000.0,2000000.0
10,3 Series,1993.0,BMW,Petrol,Automatic,1600.0,100000.0,1520000.0
11,3 Series,1994.0,BMW,Petrol,Manual,2500.0,60000.0,2500000.0
12,3 Series,1999.0,BMW,Petrol,Manual,2000.0,125000.0,1400000.0
13,3 Series,2003.0,BMW,Petrol,Automatic,2000.0,200000.0,2800000.0
14,3 Series,1996.0,BMW,Petrol,Automatic,1800.0,159000.0,1850000.0
15,3 Series,1997.0,BMW,Petrol,Manual,2000.0,150000.0,1450000.0
16,3 Series,2005.0,BMW,Petrol,Automatic,2500.0,135000.0,3700000.0
17,3 Series,1992.0,BMW,Petrol,Automatic,2500.0,92000.0,1550000.0
18,3 Series,2007.0,BMW,Petrol,Automatic,2000.0,101253.0,6350000.0
19,3 Series,2007.0,BMW,Petrol,Automatic,2000.0,59000.0,6500000.0
20,3 Series,2013.0,BMW,Petrol,Automatic,1600.0,35000.0,10000000.0
21,3 Series,2007.0,BMW,Petrol,Automatic,2000.0,81000.0,5129999.0
22,3 Series,2007.0,BMW,Petrol,Automatic,2000.0,61000.0,5900000.0
23,Alsvin,2022.0,Changan,Petrol,Automatic,1500.0,12000.0,4300000.0
24,Alsvin,2022.0,Changan,Petrol,Automatic,1500.0,4939.0,3975000.0
25,Oshan X7,2023.0,Changan,Petrol,Automatic,1500.0,1300.0,9200000.0
26,Karvaan,2020.0,Changan,Petrol,Manual,999.0,88000.0,2200000.0
27,Oshan X7,2023.0,Changan,Petrol,Automatic,1500.0,180.0,9600000.0
28,Alsvin,2021.0,Changan,Petrol,Automatic,1500.0,16222.0,4100000.0
29,Oshan X7,2023.0,Changan,Petrol,Automatic,1499.0,10.0,9500000.0
30,Karvaan,2021.0,Changan,Petrol,Manual,999.0,11301.0,2675000.0
31,Alsvin,2021.0,Changan,Petrol,Automatic,1500.0,52405.0,3500000.0
32,Oshan X7,2022.0,Changan,Petrol,Automatic,1499.0,13970.0,8600000.0
33,Alsvin,2021.0,Changan,Petrol,Automatic,1500.0,47000.0,3700000.0
34,Karvaan,2022.0,Changan,Petrol,Manual,1000.0,18000.0,2395000.0
35,Oshan X7,2022.0,Changan,Petrol,Automatic,1499.0,7000.0,9800000.0
36,Karvaan,2020.0,Changan,Petrol,Manual,999.0,79000.0,2200000.0
37,Alsvin,2021.0,Changan,Petrol,Automatic,1500.0,38000.0,3800000.0
38,Alsvin,2022.0,Changan,Petrol,Automatic,1500.0,15500.0,3950000.0
39,Alsvin,2022.0,Changan,Petrol,Automatic,1500.0,7000.0,4025000.0
40,Alsvin,2021.0,Changan,Petrol,Manual,1300.0,17500.0,2800000.0
41,Oshan X7,2023.0,Changan,Petrol,Automatic,1499.0,25.0,9100000.0
42,Karvaan,2021.0,Changan,Petrol,Manual,1000.0,26000.0,2350000.0
43,Alsvin,2022.0,Changan,Petrol,Automatic,1500.0,29000.0,3925000.0
44,Alsvin,2021.0,Changan,Petrol,Automatic,1500.0,13300.0,4200000.0
45,Karvaan,2021.0,Changan,Petrol,Manual,999.0,33120.0,2280000.0
46,Alsvin,2022.0,Changan,Petrol,Automatic,1500.0,28000.0,4200000.0
47,Alsvin,2023.0,Changan,Petrol,Automatic,1500.0,200.0,4900000.0
48,Alsvin,2021.0,Changan,Petrol,Manual,1300.0,11180.0,3400000.0
49,Oshan X7,2023.0,Changan,Petrol,Automatic,1499.0,1.0,9249000.0
50,Alsvin,2022.0,Changan,Petrol,Automatic,1500.0,18000.0,4100000.0
51,Oshan X7,2023.0,Changan,Petrol,Automatic,1500.0,1200.0,9475000.0
52,Oshan X7,2022.0,Changan,Petrol,Automatic,1500.0,7500.0,8500000.0
53,Oshan X7,2023.0,Changan,Petrol,Automatic,1500.0,4000.0,9899999.0
54,Alsvin,2022.0,Changan,Petrol,Automatic,1500.0,5300.0,3900000.0
55,Karvaan,2022.0,Changan,Petrol,Manual,1000.0,6076.0,2650000.0
56,Alsvin,2022.0,Changan,Petrol,Automatic,1500.0,20000.0,3890000.0
57,Alsvin,2023.0,Changan,Petrol,Automatic,1500.0,1.0,5149000.0
58,Karvaan,2021.0,Changan,Petrol,Manual,1000.0,65000.0,1880000.0
59,Karvaan,2022.0,Changan,Petrol,Manual,999.0,1500.0,2530000.0
60,Alsvin,2022.0,Changan,Petrol,Automatic,1500.0,8000.0,4500000.0
61,Alsvin,2022.0,Changan,Petrol,Automatic,1500.0,54000.0,4000000.0
62,Alsvin,2021.0,Changan,Petrol,Automatic,1500.0,8800.0,3900000.0
63,Karvaan,2019.0,Changan,Petrol,Manual,999.0,52500.0,1950000.0
64,Alsvin,2021.0,Changan,Petrol,Automatic,1500.0,8500.0,3875000.0
65,Karvaan,2022.0,Changan,Petrol,Manual,999.0,40.0,2750000.0
66,Karvaan,2022.0,Changan,Petrol,Manual,999.0,900.0,2600000.0
67,Oshan X7,2022.0,Changan,Petrol,Automatic,1499.0,5000.0,9095000.0
68,Alsvin,2021.0,Changan,Petrol,Automatic,1500.0,36000.0,3900000.0
69,Oshan X7,2022.0,Changan,Petrol,Automatic,1499.0,11000.0,9050000.0
70,Karvaan,2020.0,Changan,Petrol,Manual,1000.0,92000.0,2150000.0
71,Alsvin,2022.0,Changan,Petrol,Automatic,1500.0,13000.0,3975000.0
72,Karvaan,2022.0,Changan,Petrol,Manual,1000.0,3000.0,2760000.0
73,Karvaan,2022.0,Changan,Petrol,Manual,999.0,3800.0,2645000.0
74,Oshan X7,2023.0,Changan,Petrol,Automatic,1499.0,1.0,8700000.0
75,Alsvin,2022.0,Changan,Petrol,Automatic,1500.0,6500.0,4200000.0
76,Oshan X7,2022.0,Changan,Petrol,Automatic,1499.0,1900.0,9100000.0
77,Karvaan,2023.0,Changan,Petrol,Automatic,1000.0,5.0,2850000.0
78,Karvaan,2020.0,Changan,Petrol,Manual,1000.0,19200.0,2300000.0
79,Karvaan,2021.0,Changan,Petrol,Manual,1000.0,57000.0,2500000.0
80,Alsvin,2021.0,Changan,Petrol,Automatic,1500.0,9600.0,4050000.0
81,Karvaan,2021.0,Changan,Petrol,Manual,999.0,60000.0,1955000.0
82,Alsvin,2022.0,Changan,Petrol,Automatic,1500.0,2150.0,4500000.0
83,Oshan X7,2022.0,Changan,Petrol,Automatic,1499.0,10000.0,9200000.0
84,Karvaan,2021.0,Changan,Petrol,Manual,999.0,68500.0,2199999.0
85,Alsvin,2022.0,Changan,Petrol,Automatic,1500.0,23000.0,4050000.0
86,Alsvin,2022.0,Changan,Petrol,Automatic,1500.0,19500.0,3990000.0
87,Alsvin,2022.0,Changan,Petrol,Automatic,1500.0,4153.0,4150000.0
88,Karvaan,2020.0,Changan,Petrol,Manual,1000.0,30000.0,2200000.0
89,Oshan X7,2022.0,Changan,Petrol,Automatic,1500.0,9800.0,8450000.0
90,Karvaan,2021.0,Changan,Petrol,Manual,999.0,40488.0,2550000.0
91,Karvaan,2021.0,Changan,Petrol,Manual,999.0,11524.0,2400000.0
92,Oshan X7,2022.0,Changan,Petrol,Automatic,1499.0,12000.0,9000000.0
93,Karvaan,2022.0,Changan,Petrol,Manual,999.0,12500.0,2750000.0
94,Karvaan,2023.0,Changan,Petrol,Manual,999.0,1.0,2999000.0
95,Alsvin,2021.0,Changan,Petrol,Automatic,1500.0,35000.0,3650000.0
96,Karvaan,2021.0,Changan,Petrol,Manual,1000.0,40000.0,2200000.0
97,Oshan X7,2022.0,Changan,Petrol,Automatic,1500.0,18000.0,8700000.0
98,Oshan X7,2023.0,Changan,Petrol,Automatic,1500.0,180.0,9550000.0
99,Karvaan,2022.0,Changan,Petrol,Manual,999.0,1099.0,2675000.0
100,Alsvin,2022.0,Changan,Petrol,Automatic,1500.0,4600.0,4160000.0
101,Oshan X7,2023.0,Changan,Petrol,Automatic,1500.0,1.0,9590000.0
102,Oshan X7,2022.0,Changan,Petrol,Automatic,1499.0,8000.0,9000000.0
103,Karvaan,2023.0,Changan,Petrol,Manual,999.0,80.0,3300000.0
104,Alsvin,2021.0,Changan,Petrol,Automatic,1500.0,18000.0,3700000.0
105,Karvaan,2019.0,Changan,Petrol,Manual,1000.0,26500.0,2300000.0
106,Oshan X7,2023.0,Changan,Petrol,Automatic,1499.0,600.0,9500000.0
107,Alsvin,2021.0,Changan,Petrol,Automatic,1500.0,27500.0,3900000.0
108,Oshan X7,2023.0,Changan,Petrol,Automatic,1500.0,39.0,9875000.0
109,Karvaan,2021.0,Changan,Petrol,Manual,1000.0,45000.0,2285000.0
110,Karvaan,2023.0,Changan,Petrol,Manual,999.0,225.0,2890000.0
111,Karvaan,2022.0,Changan,Petrol,Manual,999.0,20000.0,2880000.0
112,Alsvin,2022.0,Changan,Petrol,Manual,1300.0,9970.0,3800000.0
113,Alsvin,2022.0,Changan,Petrol,Automatic,1500.0,17000.0,4500000.0
114,Oshan X7,2023.0,Changan,Petrol,Automatic,1499.0,45.0,9750000.0
115,Karvaan,2021.0,Changan,Petrol,Manual,999.0,57000.0,2400000.0
116,Oshan X7,2023.0,Changan,Petrol,Automatic,1500.0,45.0,9200000.0
117,Alsvin,2022.0,Changan,Petrol,Automatic,1500.0,11000.0,4350000.0
118,Alsvin,2022.0,Changan,Petrol,Automatic,1500.0,18000.0,4025000.0
119,Alsvin,2022.0,Changan,Petrol,Automatic,1500.0,16000.0,4400000.0
120,Alsvin,2023.0,Changan,Petrol,Automatic,1500.0,1000.0,4950000.0
121,Karvaan,2021.0,Changan,Petrol,Manual,1000.0,15000.0,2150000.0
122,Alsvin,2022.0,Changan,Petrol,Automatic,1500.0,17500.0,4000000.0
123,Karvaan,2021.0,Changan,Petrol,Manual,1000.0,14000.0,2300000.0
124,Alsvin,2022.0,Changan,Petrol,Automatic,1500.0,15000.0,4200000.0
125,Karvaan,2022.0,Changan,Petrol,Manual,1000.0,17800.0,2700000.0
126,Karvaan,2022.0,Changan,Petrol,Manual,1000.0,8500.0,2800000.0
127,Karvaan,2022.0,Changan,Petrol,Manual,999.0,123.0,2800000.0
128,Alsvin,2022.0,Changan,Petrol,Automatic,1500.0,3500.0,4470000.0
129,Karvaan,2021.0,Changan,Petrol,Manual,1000.0,17000.0,2450000.0
130,Alsvin,2021.0,Changan,Petrol,Automatic,1500.0,4500.0,3800000.0
131,Oshan X7,2023.0,Changan,Petrol,Automatic,1499.0,10.0,8649000.0
132,Alsvin,2022.0,Changan,Petrol,Automatic,1500.0,20000.0,4200000.0
133,Oshan X7,2022.0,Changan,Petrol,Automatic,1499.0,45000.0,8750000.0
134,Alsvin,2022.0,Changan,Petrol,Automatic,1500.0,12000.0,4100000.0
135,Karvaan,2022.0,Changan,Petrol,Manual,999.0,3500.0,3000000.0
136,Oshan X7,2023.0,Changan,Petrol,Automatic,1500.0,60.0,9249000.0
137,Karvaan,2021.0,Changan,Petrol,Manual,999.0,66000.0,2210000.0
138,Alsvin,2021.0,Changan,Petrol,Automatic,1500.0,20000.0,3800000.0
139,Karvaan,2022.0,Changan,Petrol,Manual,1000.0,4107.0,2700000.0
140,Karvaan,2022.0,Changan,Petrol,Manual,1000.0,3100.0,2450000.0
141,Karvaan,2022.0,Changan,Petrol,Manual,1000.0,1100.0,2180000.0
142,Alsvin,2021.0,Changan,Petrol,Automatic,1500.0,13000.0,3900000.0
143,Alsvin,2023.0,Changan,Petrol,Automatic,1500.0,1.0,5049000.0
144,Oshan X7,2022.0,Changan,Petrol,Automatic,1500.0,7500.0,8700000.0
145,Alsvin,2022.0,Changan,Petrol,Automatic,1500.0,12000.0,4250000.0
146,Alsvin,2021.0,Changan,Petrol,Automatic,1500.0,12000.0,4000000.0
147,Alsvin,2021.0,Changan,Petrol,Automatic,1500.0,28000.0,4200000.0
148,Alsvin,2021.0,Changan,Petrol,Automatic,1500.0,6000.0,4000000.0
149,Karvaan,2022.0,Changan,Petrol,Manual,999.0,2000.0,2800000.0
150,Karvaan,2022.0,Changan,Petrol,Manual,1000.0,11546.0,2580000.0
151,Alsvin,2022.0,Changan,Petrol,Automatic,1500.0,18000.0,4500000.0
152,Oshan X7,2023.0,Changan,Petrol,Automatic,1500.0,1000.0,9700000.0
153,Alsvin,2021.0,Changan,Petrol,Automatic,1500.0,10680.0,4200000.0
154,Alsvin,2021.0,Changan,Petrol,Automatic,1500.0,7500.0,4250000.0
155,Alsvin,2021.0,Changan,Petrol,Automatic,1500.0,17500.0,4000000.0
156,Alsvin,2022.0,Changan,Petrol,Automatic,1500.0,19000.0,3970000.0
157,Karvaan,2021.0,Changan,Petrol,Manual,999.0,580.0,2999999.0
158,Karvaan,2021.0,Changan,Petrol,Manual,999.0,50000.0,2050000.0
159,Oshan X7,2023.0,Changan,Petrol,Automatic,1500.0,3.0,10200000.0
160,Alsvin,2022.0,Changan,Petrol,Automatic,1500.0,6850.0,4400000.0
161,Karvaan,2019.0,Changan,Petrol,Manual,1000.0,32284.0,2200000.0
162,Alsvin,2022.0,Changan,Petrol,Manual,1300.0,11000.0,4000000.0
163,Karvaan,2022.0,Changan,Petrol,Manual,1000.0,800.0,2730000.0
164,Alsvin,2021.0,Changan,Petrol,Automatic,1500.0,16000.0,4130000.0
165,Karvaan,2021.0,Changan,Petrol,Manual,1000.0,14200.0,2460000.0
166,Karvaan,2020.0,Changan,Petrol,Manual,999.0,62800.0,2300000.0
167,Karvaan,2023.0,Changan,Petrol,Manual,1000.0,2000.0,2850000.0
168,Karvaan,2021.0,Changan,Petrol,Manual,999.0,29500.0,2500000.0
169,Alsvin,2021.0,Changan,Petrol,Automatic,1500.0,19200.0,3980000.0
170,Karvaan,2021.0,Changan,Petrol,Manual,999.0,24000.0,2450000.0
171,Karvaan,2022.0,Changan,Petrol,Manual,999.0,16000.0,2575000.0
172,Karvaan,2022.0,Changan,Petrol,Manual,1000.0,12000.0,2500000.0
173,Karvaan,2021.0,Changan,Petrol,Manual,999.0,63000.0,1950000.0
174,Oshan X7,2023.0,Changan,Petrol,Automatic,1499.0,40.0,9600000.0
175,Oshan X7,2023.0,Changan,Petrol,Automatic,1500.0,40.0,9800000.0
176,Alsvin,2022.0,Changan,Petrol,Automatic,1500.0,6000.0,3700000.0
177,Karvaan,2021.0,Changan,Petrol,Manual,1000.0,36000.0,2300000.0
178,Karvaan,2022.0,Changan,Petrol,Manual,1000.0,1000.0,2700000.0
179,Karvaan,2022.0,Changan,Petrol,Manual,1000.0,2200.0,2650000.0
180,Oshan X7,2023.0,Changan,Petrol,Automatic,1499.0,60.0,11000000.0
181,Karvaan,2021.0,Changan,Petrol,Manual,999.0,33000.0,2220000.0
182,Alsvin,2021.0,Changan,Petrol,Automatic,1500.0,16000.0,3700000.0
183,Karvaan,2021.0,Changan,Petrol,Manual,1000.0,82000.0,2000000.0
184,Karvaan,2021.0,Changan,Petrol,Manual,999.0,52700.0,2500000.0
185,Karvaan,2022.0,Changan,Petrol,Manual,999.0,10000.0,2800000.0
186,Oshan X7,2023.0,Changan,Petrol,Automatic,1499.0,256.0,10500000.0
187,Shehzore,2018.0,Daehan,Diesel,Manual,2600.0,136000.0,2500000.0
188,Shehzore,2010.0,Daehan,Diesel,Manual,2600.0,133058.0,2200000.0
189,Mira,2007.0,Daihatsu,Petrol,Manual,660.0,110350.0,875000.0
190,Mira,2014.0,Daihatsu,Petrol,Automatic,660.0,73000.0,2195000.0
191,Mira,2018.0,Daihatsu,Petrol,Automatic,660.0,25000.0,3250000.0
192,Terios Kid,2001.0,Daihatsu,Petrol,Automatic,660.0,114000.0,1500000.0
193,Cuore,2011.0,Daihatsu,Petrol,Manual,800.0,100000.0,800000.0
194,Cuore,2010.0,Daihatsu,Petrol,Manual,800.0,125000.0,800000.0
195,Mira,2019.0,Daihatsu,Petrol,Automatic,660.0,56000.0,3590000.0
196,Move,2014.0,Daihatsu,Petrol,Automatic,660.0,65000.0,2250000.0
197,Cuore,2011.0,Daihatsu,Petrol,Manual,800.0,100000.0,850000.0
198,Mira,2014.0,Daihatsu,Petrol,Automatic,660.0,56000.0,2250000.0
199,Move,2017.0,Daihatsu,Petrol,Automatic,660.0,41500.0,2975000.0
200,Mira,2015.0,Daihatsu,Petrol,Automatic,660.0,54500.0,2290000.0
201,Cuore,2009.0,Daihatsu,Petrol,Automatic,800.0,80000.0,1025000.0
202,Cuore,2009.0,Daihatsu,Petrol,Manual,800.0,154000.0,750000.0
203,Hijet,2013.0,Daihatsu,Petrol,Automatic,660.0,91200.0,1500000.0
204,Cast,2019.0,Daihatsu,Petrol,Automatic,660.0,67.0,4150000.0
205,Cuore,2010.0,Daihatsu,Petrol,Manual,800.0,219019.0,820000.0
206,Mira,2018.0,Daihatsu,Petrol,Automatic,660.0,52000.0,3250000.0
207,Cuore,2004.0,Daihatsu,Petrol,Manual,800.0,115000.0,520000.0
208,Boon,2018.0,Daihatsu,Petrol,Automatic,1000.0,75000.0,2950000.0
209,Cuore,2008.0,Daihatsu,Petrol,Manual,800.0,100000.0,700000.0
210,Copen,2003.0,Daihatsu,Petrol,Automatic,660.0,10110.0,2100000.0
211,Cuore,2010.0,Daihatsu,Petrol,Automatic,800.0,85000.0,1125000.0
212,Mira,2018.0,Daihatsu,Petrol,Automatic,660.0,39000.0,3375000.0
213,Cast,2017.0,Daihatsu,Petrol,Automatic,660.0,139800.0,2350000.0
214,Mira,2012.0,Daihatsu,Petrol,Automatic,660.0,140000.0,1875000.0
215,Mira,2012.0,Daihatsu,Petrol,Automatic,660.0,28170.0,1700000.0
216,Mira,2019.0,Daihatsu,Petrol,Automatic,660.0,35214.0,3100000.0
217,Cuore,2008.0,Daihatsu,Petrol,Manual,800.0,69727.0,625000.0
218,Hijet,2011.0,Daihatsu,Petrol,Automatic,660.0,298000.0,1285000.0
219,Mira,2013.0,Daihatsu,Petrol,Automatic,660.0,87000.0,2050000.0
220,Copen,2016.0,Daihatsu,Petrol,Automatic,660.0,50669.0,3150000.0
221,Terios Kid,2001.0,Daihatsu,Petrol,Automatic,660.0,12345.0,1225000.0
222,Mira,2018.0,Daihatsu,Petrol,Automatic,660.0,58000.0,2890000.0
223,Move,2009.0,Daihatsu,Petrol,Automatic,660.0,130000.0,1570000.0
224,Mira,2012.0,Daihatsu,Petrol,Automatic,660.0,60000.0,1895000.0
225,Cuore,2009.0,Daihatsu,Petrol,Manual,800.0,12345.0,750000.0
226,Cuore,2007.0,Daihatsu,Petrol,Manual,800.0,106244.0,700000.0
227,Cuore,1993.0,Daihatsu,Petrol,Manual,860.0,150000.0,360000.0
228,Cuore,2010.0,Daihatsu,Petrol,Manual,800.0,357097.0,825000.0
229,Mira,2016.0,Daihatsu,Petrol,Automatic,660.0,102009.0,2500000.0
230,Cast,2020.0,Daihatsu,Petrol,Automatic,660.0,9826.0,3800000.0
231,Hijet,2018.0,Daihatsu,Petrol,Automatic,660.0,58000.0,2725000.0
232,Hijet,2011.0,Daihatsu,Petrol,Automatic,660.0,169844.0,1350000.0
233,Hijet,2013.0,Daihatsu,Petrol,Automatic,660.0,90000.0,1455000.0
234,Mira,2021.0,Daihatsu,Petrol,Automatic,660.0,13000.0,3500000.0
235,Mira,2017.0,Daihatsu,Petrol,Automatic,660.0,68000.0,3100000.0
236,Hijet,2014.0,Daihatsu,Petrol,Automatic,660.0,125000.0,1610000.0
237,Cuore,2005.0,Daihatsu,Petrol,Automatic,800.0,159000.0,720000.0
238,Tanto,2013.0,Daihatsu,Petrol,Automatic,660.0,72000.0,1750000.0
239,Hijet,2011.0,Daihatsu,Petrol,Automatic,660.0,117000.0,1325000.0
240,Cuore,2005.0,Daihatsu,Petrol,Manual,800.0,111000.0,650000.0
241,Cuore,2008.0,Daihatsu,Petrol,Automatic,800.0,200000.0,600000.0
242,Mira,2019.0,Daihatsu,Petrol,Automatic,660.0,17000.0,3570000.0
243,Copen,2014.0,Daihatsu,Petrol,Automatic,660.0,46000.0,2700000.0
244,Mira,2020.0,Daihatsu,Petrol,Automatic,660.0,33000.0,3300000.0
245,Cuore,2005.0,Daihatsu,Petrol,Automatic,800.0,114000.0,840000.0
246,Mira,2019.0,Daihatsu,Petrol,Automatic,660.0,16000.0,3460000.0
247,Mira,2020.0,Daihatsu,Petrol,Automatic,660.0,24800.0,3650000.0
248,Mira,2017.0,Daihatsu,Petrol,Automatic,660.0,45000.0,3195000.0
249,Cuore,2005.0,Daihatsu,Petrol,Automatic,800.0,10000.0,700000.0
250,Cuore,2007.0,Daihatsu,Petrol,Manual,800.0,175710.0,715000.0
251,Mira,2013.0,Daihatsu,Petrol,Automatic,660.0,45000.0,1900000.0
252,Cuore,2010.0,Daihatsu,Petrol,Automatic,800.0,105000.0,1150000.0
253,Mira,2020.0,Daihatsu,Petrol,Automatic,660.0,3000.0,4550000.0
254,Mira,2015.0,Daihatsu,Petrol,Automatic,660.0,78000.0,2525000.0
255,Cuore,2008.0,Daihatsu,Petrol,Manual,800.0,90000.0,700000.0
256,Mira,2019.0,Daihatsu,Petrol,Automatic,660.0,39000.0,3600000.0
257,Mira,2019.0,Daihatsu,Petrol,Automatic,660.0,25000.0,3600000.0
258,Mira,2019.0,Daihatsu,Petrol,Automatic,660.0,28900.0,3585000.0
259,Hijet,2013.0,Daihatsu,Petrol,Automatic,660.0,85000.0,1580000.0
260,Cuore,2011.0,Daihatsu,Petrol,Manual,800.0,130509.0,1180000.0
261,Mira,2020.0,Daihatsu,Petrol,Automatic,660.0,70300.0,3485000.0
262,Mira,2019.0,Daihatsu,Petrol,Automatic,660.0,40000.0,3570000.0
263,Move,2016.0,Daihatsu,Petrol,Automatic,660.0,52000.0,2900000.0
264,Mira,2015.0,Daihatsu,Petrol,Automatic,660.0,99.0,2350000.0
265,Mira,2012.0,Daihatsu,Petrol,Automatic,660.0,9958.0,1600000.0
266,Hijet,2012.0,Daihatsu,Petrol,Automatic,660.0,154000.0,1450000.0
267,Cuore,2008.0,Daihatsu,Petrol,Automatic,800.0,110000.0,875000.0
268,Move,2012.0,Daihatsu,Petrol,Automatic,660.0,100490.0,2150000.0
269,Mira,2019.0,Daihatsu,Petrol,Automatic,660.0,45000.0,3550000.0
270,Mira,2017.0,Daihatsu,Petrol,Automatic,660.0,70000.0,3050000.0
271,Mira,2016.0,Daihatsu,Petrol,Automatic,660.0,64000.0,2350000.0
272,Mira,2017.0,Daihatsu,Petrol,Automatic,660.0,39000.0,3200000.0
273,Cuore,2004.0,Daihatsu,Petrol,Manual,800.0,11111.0,610000.0
274,Hijet,2013.0,Daihatsu,Petrol,Automatic,660.0,49000.0,1585000.0
275,Cuore,2008.0,Daihatsu,Petrol,Automatic,800.0,120000.0,850000.0
276,Mira,2018.0,Daihatsu,Petrol,Automatic,660.0,31000.0,3400000.0
277,Mira,2014.0,Daihatsu,Petrol,Automatic,660.0,109000.0,2350000.0
278,Cuore,2011.0,Daihatsu,Petrol,Manual,800.0,50000.0,1020000.0
279,Mira,2019.0,Daihatsu,Petrol,Automatic,660.0,34000.0,3250000.0
280,Move,2019.0,Daihatsu,Petrol,Automatic,660.0,18000.0,3500000.0
281,Charade,1985.0,Daihatsu,Petrol,Manual,1000.0,100000.0,230000.0
282,Mira,2013.0,Daihatsu,Petrol,Automatic,660.0,99000.0,2190000.0
283,Hijet,2013.0,Daihatsu,Petrol,Automatic,660.0,76000.0,1600000.0
284,Mira,2019.0,Daihatsu,Petrol,Automatic,660.0,50000.0,3525000.0
285,Mira,2019.0,Daihatsu,Petrol,Automatic,660.0,41000.0,3650000.0
286,Mira,2013.0,Daihatsu,Petrol,Automatic,660.0,83000.0,1895000.0
287,Mira,2014.0,Daihatsu,Petrol,Automatic,660.0,66000.0,2200000.0
288,Move,2020.0,Daihatsu,Petrol,Automatic,660.0,25000.0,3300000.0
289,Cuore,2012.0,Daihatsu,Petrol,Manual,800.0,125000.0,895000.0
290,Cuore,2009.0,Daihatsu,Petrol,Automatic,885.0,75000.0,850000.0
291,Rocky,1986.0,Daihatsu,Diesel,Manual,1800.0,200000.0,1000000.0
292,Mira,2019.0,Daihatsu,Petrol,Automatic,660.0,14122.0,3600000.0
293,Tanto,2015.0,Daihatsu,Petrol,Automatic,660.0,580000.0,2200000.0
294,Terios Kid,2009.0,Daihatsu,Petrol,Automatic,660.0,87239.0,1690000.0
295,Cuore,2009.0,Daihatsu,Petrol,Automatic,885.0,100000.0,850000.0
296,Charade,1986.0,Daihatsu,Petrol,Manual,1000.0,100000.0,270000.0
297,Mira,2011.0,Daihatsu,Petrol,Automatic,660.0,113000.0,1585000.0
298,Move,2019.0,Daihatsu,Petrol,Automatic,660.0,47000.0,3950000.0
299,Mira,2015.0,Daihatsu,Petrol,Automatic,660.0,99000.0,2225000.0
300,Mira,2015.0,Daihatsu,Petrol,Automatic,660.0,93000.0,2300000.0
301,Hijet,2009.0,Daihatsu,Petrol,Automatic,660.0,145454.0,1125000.0
302,Move,2017.0,Daihatsu,Petrol,Automatic,660.0,66000.0,2670000.0
303,Mira,2019.0,Daihatsu,Petrol,Automatic,660.0,69000.0,3500000.0
304,Mira,2011.0,Daihatsu,Petrol,Automatic,660.0,120000.0,1820000.0
305,Cuore,2008.0,Daihatsu,Petrol,Manual,800.0,131000.0,750000.0
306,Mira,2007.0,Daihatsu,Petrol,Automatic,660.0,160000.0,1285000.0
307,Esse,2008.0,Daihatsu,Petrol,Manual,660.0,115000.0,1160000.0
308,Boon,2020.0,Daihatsu,Petrol,Automatic,1000.0,18765.0,4350000.0
309,Mira,2014.0,Daihatsu,Petrol,Automatic,660.0,57000.0,2600000.0
310,Hijet,2017.0,Daihatsu,Petrol,Automatic,660.0,143000.0,2350000.0
311,Hijet,2015.0,Daihatsu,Petrol,Automatic,660.0,207000.0,1695000.0
312,Hijet,2013.0,Daihatsu,Petrol,Automatic,660.0,90000.0,1550000.0
313,Mira,2014.0,Daihatsu,Petrol,Automatic,660.0,82000.0,2480000.0
314,Cast,2019.0,Daihatsu,Petrol,Automatic,660.0,37000.0,3800000.0
315,Mira,2019.0,Daihatsu,Petrol,Automatic,660.0,33992.0,3325000.0
316,Cuore,2012.0,Daihatsu,Petrol,Manual,800.0,123.0,850000.0
317,Mira,2018.0,Daihatsu,Petrol,Automatic,660.0,27000.0,3400000.0
318,Hijet,2012.0,Daihatsu,Petrol,Automatic,660.0,140000.0,1475000.0
319,Cuore,2012.0,Daihatsu,Petrol,Automatic,800.0,79000.0,1100000.0
320,Mira,2018.0,Daihatsu,Petrol,Automatic,660.0,44000.0,2000000.0
321,Cuore,2012.0,Daihatsu,Petrol,Manual,800.0,123456.0,865000.0
322,Mira,2019.0,Daihatsu,Petrol,Automatic,660.0,43500.0,3550000.0
323,Cuore,2007.0,Daihatsu,Petrol,Manual,800.0,52521.0,580000.0
324,Mira,2019.0,Daihatsu,Petrol,Automatic,660.0,19000.0,3500000.0
325,Mira,2018.0,Daihatsu,Petrol,Automatic,660.0,62000.0,3200000.0
326,Mira,2018.0,Daihatsu,Petrol,Automatic,660.0,36000.0,2900000.0
